EU502898>Swine>H9N2 subtype
EU146663>Human>H5N1 subtype
KT825149>Avian>H5N1 subtype
CY036346>Avian>H7N2 subtype
MF673166>Human>H3N2 subtype
MF112328>Avian>H5N1 subtype
KP097843>Avian>H5N1 subtype
KX859445>none>H9N2 subtype
CY023685>Avian>H9N2 subtype
KX513223>Avian>H5N1 subtype
CY036370>Avian>H7N2 subtype
AB434413>Swine>H1N2 subtype
KY614932>Avian>H5N1 subtype
CY019349>Human>H5N1 subtype
CY095035>Environment>H7N2 subtype
KP097843>Avian>H5N1 subtype
KJ023079>Human>H7N9 subtype
KF188313>Human>H9N2 subtype
JN540065>Avian>H9N2 subtype
LC279829>Avian>H5N6 subtype
KY614821>Avian>H5N1 subtype
MF112256>Avian>H5N1 subtype
KR063675>Avian>H5N1 subtype
JX534546>Avian>H5N1 subtype
KF886438>Avian>H9N2 subtype
KF715195>Avian>H5N1 subtype
KC821030>Avian>H9N2 subtype
CY028755>Human>H1N1 subtype
KT888294>Human>H3N2 subtype
CY036374>Avian>H7N2 subtype
KM027820>Swine>H1N2 subtype
MF673166>Human>H3N2 subtype
KF001369>Human>H5N1 subtype
AF400763>Swine>H3N2 subtype
AF400763>Swine>H3N2 subtype
CY094830>Avian>H5N1 subtype
CY075035>Swine>H9N2 subtype
KJ643602>Avian>H9N2 subtype
CY103889>Bat>H17N10 subtype
KU311527>Avian>H5N1 subtype
KY629450>Avian>H5N1 subtype
AY800240>Avian>H9N2 subtype
CY121348>Human>H3N2 subtype
KF260808>Avian>H9N2 subtype
FJ793345>Avian>H9N2 subtype
KF715195>Avian>H5N1 subtype
AB675500>Avian>H5N1 subtype
CY013820>Human>H1N1 subtype
KJ643677>Environment>H9N2 subtype
DQ299860>Avian>H9N2 subtype
CY066001>Avian>H5N1 subtype
KU311613>Avian>H9N2 subtype
KT825149>Avian>H5N1 subtype
KF260812>Avian>H9N2 subtype
GU477558>Avian>H5N1 subtype
LC331860>Avian>H5N1 subtype
CY048424>Avian>H5N1 subtype
GU052239>Avian>H13N6 subtype
KJ643602>Avian>H9N2 subtype
DQ124177>Equine>H3N8 subtype
FJ445059>Human>H1N1 subtype
CY023261>Avian>H9N2 subtype
CY087665>Human>H3N2 subtype
CY006922>Human>H1N1 subtype
AF508660>Avian>H9N2 subtype
KY616763>Avian>H9N2 subtype
KC821030>Avian>H9N2 subtype
CY019874>Human>H1N1 subtype
MF173110>Equine>H3N8 subtype
KJ907628>Avian>H5N1 subtype
CY095083>Environment>H7N2 subtype
JQ254986>Avian>H9N2 subtype
CY181704>Human>H3N2 subtype
FJ805465>Human>H3N2 subtype
CY018940>Human>H1N1 subtype
GU050561>Avian>H9N2 subtype
MF920049>Swine>H3N2 subtype
GQ373030>Avian>H9N2 subtype
GU052953>Avian>H7N1 subtype
EF063554>Avian>H9N2 subtype
CY266198>Human>H1N1 subtype
JQ254986>Avian>H9N2 subtype
CY000352>Human>H3N2 subtype
CY019874>Human>H1N1 subtype
JQ436728>Avian>H7N3 subtype
MF673166>Human>H3N2 subtype
AF508652>Avian>H9N2 subtype
KF886446>Avian>H9N2 subtype
KP416472>Avian>H7N9 subtype
MG002463>Equine>H3N8 subtype
KC737954>Human>H1N1 subtype
GQ373030>Avian>H9N2 subtype
DQ376902>Avian>H6N1 subtype
CY103889>Bat>H17N10 subtype
CY163407>Human>H3N2 subtype
KJ643602>Avian>H9N2 subtype
GQ373028>Avian>H9N2 subtype
AF400762>Swine>H3N2 subtype
CY014167>Human>H5N1 subtype
