GU953274>Avian>H11N9 subtype
AB378437>Human>H3N2 subtype
KP412319>Human>H2N2 subtype
JQ522356>none>H1N1 subtype
CY015073>Avian>H5N2 subtype
AB275431>Avian>H5N2 subtype
HQ221678>Avian>H9N2 subtype
EU371904>Avian>H5N1 subtype
KP178528>Avian>H9N2 subtype
CY070890>Avian>H16N3 subtype
CY265483>Human>H1N1 subtype
AM183670>Avian>H5N1 subtype
KY241094>Swine>H1N1 subtype
CY048195>Avian>H5N1 subtype
FJ464723>Avian>H9N2 subtype
KJ419941>Avian>H9N2 subtype
AB275434>Avian>H5N2 subtype
CY031538>Equine>H3N8 subtype
CY023280>Avian>H9N2 subtype
DQ376621>Avian>H6N1 subtype
CY006707>Human>H3N2 subtype
EU365371>Avian>H9N2 subtype
AF508558>Avian>H9N2 subtype
KY614880>Avian>H5N1 subtype
JX657777>Swine>H1N2 subtype
EU665420>Avian>H9N2 subtype
KJ726689>Avian>H9N2 subtype
KF986862>Avian>H4N2 subtype
FJ190119>Avian>H9N2 subtype
CY080183>Avian>H8N4 subtype
CY266191>Human>H1N1 subtype
CY053821>Avian>H4N2 subtype
CY003328>Human>H1N1 subtype
GU071984>Avian>H9N2 subtype
MF372884>Avian>H9N2 subtype
CY095514>Avian>H7N1 subtype
JN604512>Avian>H9N2 subtype
KF471235>Human>H3N2 subtype
DQ376630>Avian>H6N1 subtype
CY048195>Avian>H5N1 subtype
CY194253>Swine>H3N2 subtype
KR107164>Human>H3N2 subtype
CY030189>Equine>H3N8 subtype
MG572489>Human>H7N9 subtype
CY027507>Swine>H1N1 subtype
AB679572>Human>H3N2 subtype
GU931688>Swine>H3N1 subtype
AB747119>Avian>H5N1 subtype
CY039391>Equine>H7N7 subtype
KJ907695>Avian>H9N2 subtype
FJ190128>Avian>H9N2 subtype
CY125728>Human>H7N3 subtype
FJ190123>Avian>H9N2 subtype
CY013413>Human>H3N2 subtype
KM069514>Human>H3N2 subtype
KP693700>Equine>H3N8 subtype
CY191659>none>H7N9 subtype
MF969272>Swine>H5N1 subtype
KY415623>Avian>H5N6 subtype
MG063449>Avian>H9N2 subtype
GU183459>Avian>H5N1 subtype
KY364160>Swine>H1N1 subtype
GQ247872>Avian>H16N3 subtype
CY125846>Human>H2N2 subtype
KU379643>Swine>H1N2 subtype
KX651948>Human>H3N2 subtype
KF259084>Avian>H9N2 subtype
CY101246>Avian>H3N8 subtype
KT429557>Avian>H5N1 subtype
HQ198266>Avian>H5N1 subtype
CY121381>none>H3N2 subtype
DQ376634>Avian>H6N1 subtype
CY098297>Avian>H5N1 subtype
KY029056>Avian>H5N1 subtype
GU052946>Avian>H7N1 subtype
KC631946>Avian>H5N1 subtype
KP457215>Human>H1N1 subtype
CY121381>none>H3N2 subtype
EU124085>Avian>H5N1 subtype
KJ729351>Penguin>H11N2 subtype
KJ643721>Avian>H9N2 subtype
KP098408>Human>H2N2 subtype
U46020>Swine>H1N1 subtype
MF575052>Avian>H13N2 subtype
JF713928>Swine>H1N1 subtype
MF194850>Swine>H1N2 subtype
KY415618>Avian>H5N1 subtype
KC821002>Avian>H9N2 subtype
KP098400>Human>H2N2 subtype
M33748>Human>H1N1 subtype
D21176>Swine>H3N2 subtype
CY005931>Avian>H13N9 subtype
KM821638>Avian>H5N1 subtype
CY122509>Environment>H16N3 subtype
EU148600>Avian>H16N3 subtype
CY099027>Swine>H3N2 subtype
CY099970>Avian>H5N1 subtype
L46586>Avian>H5N2 subtype
HM998867>Avian>H5N2 subtype
JN804228>Avian>H9N2 subtype
KY643853>Avian>H7N3 subtype
KT965402>Swine>H1N2 subtype
KT338601>Avian>H16N3 subtype
JQ858473>Avian>H5N1 subtype
KJ130172>Human>H1N1 subtype
CY005931>Avian>H13N9 subtype
KU695690>Swine>H1N2 subtype
KY241310>Equine>H3N8 subtype
JQ906612>Avian>H9N2 subtype
CY036596>Avian>H7N2 subtype
KP458659>Human>H1N1 subtype
GQ497132>Avian>H9N2 subtype
CY125822>Human>H2N2 subtype
EU742961>Avian>H7N2 subtype
KR862451>Avian>H6N2 subtype
CY125918>Human>H2N2 subtype
CY003320>Human>H1N1 subtype
DQ080022>Avian>H5N1 subtype
CY022437>Swine>H1N1 subtype
CY194253>Swine>H3N2 subtype
JN804185>Avian>H9N2 subtype
KF259084>Avian>H9N2 subtype
KJ764788>Swine>H3N2 subtype
KU057264>Tiger>H5N1 subtype
KY241093>Swine>H1N2 subtype
FJ190119>Avian>H9N2 subtype
KY785822>Avian>H9N2 subtype
KR987701>Swine>H5N1 subtype
KX768860>Avian>H9N2 subtype
AY720950>Human>H5N1 subtype
GU247914>Avian>H9N2 subtype
KP865941>Avian>H9N2 subtype
GU722369>Avian>H9N2 subtype
X07869>none>H5N1 subtype
CY011272>Human>H1N1 subtype
KM267850>Avian>H5N1 subtype
KY644155>Avian>H12N5 subtype
CY094911>Avian>H4N6 subtype
MF146397>Avian>H16N3 subtype
KF612963>Avian>H16N3 subtype
MG280005>Avian>H8N4 subtype
JX235399>Human>H5N1 subtype
MG042094>Avian>H5N1 subtype
M25285>Avian>H4N6 subtype
MF182455>Equine>H3N8 subtype
KP767532>Avian>H6N2 subtype
U47308>Avian>H1N1 subtype
KT361962>Environment>H9N2 subtype
CY130062>Avian>H11N6 subtype
JQ973678>Avian>H5N5 subtype
MF694110>Avian>H16N3 subtype
JX273553>Avian>H9N2 subtype
GU053310>Avian>H10N7 subtype
KY047772>Avian>H9N2 subtype
KJ162588>Avian>H5N2 subtype
AJ580353>Avian>H7N1 subtype
KP742852>Avian>H5N1 subtype
CY159153>Swine>H1N1 subtype
HM172088>Avian>H5N1 subtype
JQ906600>Avian>H5N1 subtype
EU939149>Avian>H9N2 subtype
JN679065>Avian>H5N1 subtype
JX080761>Avian>H4N7 subtype
KP098408>Human>H2N2 subtype
FJ793420>Avian>H9N2 subtype
CY194998>Swine>H1N2 subtype
EU835896>Avian>H13N6 subtype
CY130509>Avian>H16N3 subtype
AF213903>Swine>H3N2 subtype
AB728603>Avian>H7N1 subtype
U49722>Human>H3N2 subtype
CY023280>Avian>H9N2 subtype
FJ770265>Swine>H1N2 subtype
JF916721>Avian>H9N2 subtype
JX294923>Avian>H9N2 subtype
HM006732>Avian>H5N1 subtype
FJ793356>Avian>H9N2 subtype
GQ176144>Mink>H10N4 subtype
FJ769856>Human>H3N2 subtype
EF541442>Equine>H3N8 subtype
CY023184>Avian>H9N2 subtype
CY126144>Avian>H5N1 subtype
MG720211>Swine>H1N1 subtype
EF566203>Avian>H5N1 subtype
M38312>Human>H1N1 subtype
J02132>Human>H3N2 subtype
GQ373070>Avian>H9N2 subtype
CY094879>Avian>H12N9 subtype
AY701756>Swine>H1N2 subtype
LC331871>Avian>H5N1 subtype
CY023184>Avian>H9N2 subtype
MG572446>Human>H3N2 subtype
KY509616>Human>H3N2 subtype
CY013240>Human>H3N2 subtype
EU371905>Avian>H5N1 subtype
KC357320>Avian>H5N1 subtype
DQ376647>Avian>H6N1 subtype
MF768891>Avian>H5N1 subtype
MG309831>Human>H3N2 subtype
EU124107>Avian>H5N1 subtype
GU071984>Avian>H9N2 subtype
GQ497121>Avian>H9N2 subtype
KP869097>Avian>H5N1 subtype
D49962>Human>H3N2 subtype
FJ577510>Avian>H7N3 subtype
KR010589>Avian>H9N2 subtype
CY159890>Swine>H1N2 subtype
FJ577510>Avian>H7N3 subtype
AY209959>Human>H2N2 subtype
